CondA_SRR3105699	CondA_SRR3105698	CondA_SRR3105697	CondB_SRR3099587	CondB_SRR3099586	CondB_SRR3099585
ostta01g06570	44	122	54	55	102	50
ostta01g06580	349	709	392	871	791	1524
ostta01g06590	60	97	103	115	92	84
ostta01g06600	37	72	28	37	22	19
ostta01g06610	759	1598	1036	1070	703	2837
ostta01g06620	69	92	70	104	82	60
ostta01g06630	362	687	514	629	397	195
ostta01g06640	1590	4490	1822	1780	1551	1744
ostta01g06650	27	51	27	14	15	22
ostta01g06660	301	658	340	474	428	598
ostta01g06670	271	735	317	517	319	326
ostta01g06680	274	697	291	392	378	311
ostta02g00020	333	829	423	505	484	976
ostta02g00030	123	298	156	154	251	319
ostta02g00035	35	73	36	37	46	110
ostta02g00037	0	1	2	3	2	6
ostta02g00040	243	554	379	296	437	302
ostta02g00050	3809	7541	5160	8613	7024	6658
ostta02g00080	2176	3823	4186	103	111	17
ostta02g00085	5	24	2	10	22	11
ostta02g00087	21	28	31	28	19	11
ostta02g00093	697	1271	1408	1591	1075	845
ostta02g00100	4858	9618	6791	9833	5823	694
ostta02g00110	1252	2328	2298	3050	2537	1686
ostta02g00130	1908	3857	2626	3000	3148	2325
ostta02g00150	849	1679	1328	1549	1510	1176
ostta02g00160	1105	3407	1025	1547	1085	799
ostta02g00180	22	180	24	6	27	8
ostta02g00190	450	836	675	478	342	121
ostta02g00195	2285	5320	2212	3527	2625	1618
ostta02g00200	692	1304	1137	1005	765	523
ostta02g00210	225	396	301	236	231	233
ostta02g00220	253	537	324	506	436	241
ostta02g00230	106	165	148	153	137	60
ostta02g00240	855	1536	1569	1807	1226	900
ostta02g00250	498	874	800	340	245	154
ostta02g00270	1289	2611	2472	2051	1961	1311
ostta02g00275	71	142	68	118	53	44
ostta02g00277	140	274	188	192	139	82
ostta02g00290	233	417	253	410	251	174
ostta02g00300	174	317	208	224	200	108
ostta02g00310	131	323	166	203	149	127
ostta02g00320	129	209	191	201	190	152
ostta02g00330	365	885	300	526	554	415
ostta02g00340	809	1655	1126	1316	1641	1474
ostta02g00350	618	1218	928	1272	926	640
ostta02g00360	1799	4658	3840	3651	3166	1021
ostta02g00370	449	909	758	632	660	354
ostta02g00380	371	693	505	612	493	500
ostta02g00390	654	1252	1045	1274	792	488
ostta02g00400	655	1041	1012	1103	889	548
ostta02g00410	2649	5055	4590	4180	2990	1011
ostta02g00420	617	1089	1036	862	938	532
ostta02g00430	1112	2534	1924	1492	1679	338
ostta02g00440	119	258	158	167	61	23
ostta02g00450	236	579	345	487	364	268
ostta02g00460	441	896	469	627	621	328
ostta02g00470	1447	3168	1961	2065	1518	1070
ostta02g00480	503	909	810	1117	620	406
ostta02g00490	875	1568	1375	1979	1449	908
ostta02g00500	622	1276	871	1349	1330	984
ostta02g00510	500	906	923	1128	743	511
ostta02g00520	232	411	380	373	306	147
ostta02g00530	142	314	105	269	254	269
ostta02g00540	332	733	641	864	675	585
ostta02g00555	503	1078	840	996	757	364
ostta02g00562	1312	2602	2697	3199	2046	895
ostta02g00580	2423	4466	3589	3720	3305	4168
ostta02g00600	380	672	630	545	502	334
ostta02g00610	3686	6919	4601	5405	4953	4021
ostta02g00630	124	263	229	267	215	62
ostta02g00640	1860	3827	3201	3953	2924	982
ostta02g00650	879	1844	1430	1847	1336	724
ostta02g00660	177	273	215	351	208	101
ostta02g00670	1478	3003	1625	1400	1029	886
ostta02g00680	289	488	430	391	447	313
ostta02g00690	2233	4412	3514	3828	3072	2096
ostta02g00700	539	1095	567	967	727	584
ostta02g00710	644	1240	904	773	772	384
ostta02g00730	735	1485	972	1109	1068	1910
ostta02g00740	0	0	0	0	0	0
ostta02g00750	0	0	0	0	0	0
ostta02g00760	0	0	0	0	0	0
ostta02g00770	80	232	102	130	157	86
ostta02g00780	111	295	154	88	257	187
ostta02g00790	502	936	641	660	587	281
ostta02g00800	2979	6495	4392	4056	3515	1982
ostta02g00810	1144	2276	2191	2037	2371	1839
ostta02g00820	10	9	11	4	4	3
ostta02g00840	639	1260	1156	1057	956	413
ostta02g00850	30	31	40	40	48	35
ostta02g00860	1278	2542	2487	1722	1847	1479
ostta02g00870	882	1775	1578	1270	1284	973
ostta02g00880	1065	1844	1723	2318	1983	1038
ostta02g00890	645	1099	874	975	932	507
ostta02g00900	1651	3137	2503	2795	2509	1698
ostta02g00910	0	0	0	1	0	0
ostta02g00920	683	1791	788	1092	1017	1857
ostta02g00930	54	143	70	115	132	7
ostta02g00940	464	1082	406	609	511	264
ostta02g00950	392	887	328	477	320	345
ostta02g00960	881	1801	1463	1560	1284	437
ostta02g00970	1365	3358	1966	2043	1448	569
ostta02g00980	433	705	710	976	693	466
ostta02g00990	84	168	156	140	142	104
ostta02g01010	953	1516	1791	1229	883	461
ostta02g01020	2272	4085	3401	3736	4318	1026
ostta02g01030	1792	3920	2339	2255	2057	984
ostta02g01040	525	1046	768	841	790	579
ostta02g01050	374	745	532	654	550	215
ostta02g01060	2691	5903	4567	6865	5007	539
ostta02g01070	1282	3103	2121	2463	2391	391
ostta02g01080	458	740	929	740	733	601
ostta02g01090	1112	2364	2331	2344	1792	1685
ostta02g01100	791	1649	1057	1145	1150	821
ostta02g01120	732	1454	1155	934	733	302
ostta02g01130	1084	2726	2223	1039	1487	791
ostta02g01140	1577	3112	2219	2378	1941	1571
ostta02g01160	744	1655	1366	1129	1552	1057
ostta02g01170	137	278	128	211	145	204
ostta02g01180	750	1346	904	1088	1004	1078
ostta02g01190	749	1445	936	843	613	525
ostta02g01200	116	228	173	232	154	118
ostta02g01210	930	1747	1277	1448	1000	129
ostta02g01230	58	203	67	45	81	15
ostta02g01240	89	217	84	100	63	11
ostta02g01245	2	2	2	7	5	0
ostta02g01247	96	198	115	155	112	63
ostta02g01250	692	1337	1179	1428	1189	1042
ostta02g01260	302	546	396	604	501	396
ostta02g01270	1182	2673	1844	1675	1959	1816
ostta02g01290	337	711	459	453	468	705
ostta02g01300	384	641	499	694	630	832
ostta02g01310	1688	3909	3640	3931	3374	1765
ostta02g01320	1043	1677	1066	1220	567	253
ostta02g01330	537	942	873	1233	929	668
ostta02g01350	657	1195	1209	1272	1203	741
ostta02g01360	547	1091	783	759	780	635
ostta02g01370	2117	3936	4164	2731	2228	841
ostta02g01390	1649	3352	3388	3292	3009	2612
ostta02g01400	489	965	1023	965	666	617
ostta02g01410	775	1431	1439	1447	1185	873
ostta02g01420	1034	1807	1517	1883	1537	770
ostta02g01430	456	951	743	669	523	181
ostta02g01440	2609	5838	4602	5822	5094	3142
ostta02g01460	1484	2659	2553	3569	2313	1455
ostta02g01480	558	1229	1095	1412	1130	723
ostta02g01490	1623	3440	3296	3902	3349	1987
ostta02g01500	162	316	152	261	175	167
ostta02g01510	713	1437	1124	894	1289	922
ostta02g01520	1318	3066	2077	2833	3164	2309
ostta02g01530	1958	4138	3608	4214	3173	1551
ostta02g01550	1667	3756	2980	3189	2663	1440
ostta02g01560	138	304	140	268	255	553
ostta02g01580	381	718	605	774	697	250
ostta02g01590	722	1258	1060	1579	1068	677
ostta02g01600	165	458	436	306	410	219
ostta02g01610	1368	2609	2175	1890	2020	1605
ostta02g01630	0	0	0	0	0	0
ostta02g01640	863	1759	1223	1947	1326	1663
ostta02g01660	849	1505	1381	1897	1629	1372
ostta02g01670	558	1154	749	1121	799	673
ostta02g01680	976	1964	1139	2130	1400	1183
ostta02g01690	768	1496	1513	1278	1122	913
ostta02g01710	1	3	5	2	0	0
ostta02g01720	39	66	34	49	50	28
ostta02g01725	135	245	162	228	148	96
ostta02g01730	1895	3829	2247	2255	2058	3386
ostta02g01750	132	285	222	268	155	119
ostta02g01770	282	448	495	559	531	351
ostta02g01780	184	345	378	479	206	170
ostta02g01790	1028	1892	1552	1725	1464	1209
ostta02g01810	2484	5829	4613	4733	3522	1575
ostta02g01820	3707	8368	5776	7909	7049	3985
ostta02g01840	401	694	396	351	360	1494
ostta02g01850	110	210	123	235	182	104
ostta02g01860	284	723	297	285	337	291
ostta02g01870	193	389	167	362	296	247
ostta02g01880	12	20	18	14	10	5
ostta02g01890	105	173	121	200	188	141
ostta02g01900	15	38	21	12	18	20
ostta02g01910	1111	2019	1220	829	1027	489
ostta02g01920	1624	3263	3060	4369	3050	2436
ostta02g01930	1199	2727	2233	2458	2665	1546
ostta02g01950	696	1406	1485	1495	1143	739
ostta02g01960	375	595	660	420	297	89
ostta02g01970	1685	3559	2667	2080	1809	1076
ostta02g01980	520	913	872	785	774	614
ostta02g01990	594	1379	983	1188	976	828
ostta02g02000	1830	3848	3055	4270	3050	2002
ostta02g02010	726	1532	1008	1126	1513	800
ostta02g02020	1426	2842	2233	2773	2586	1408
ostta02g02030	2305	5123	3188	5782	4648	2490
ostta02g02050	3406	8401	5478	8180	6171	3183
ostta02g02060	0	12	7	1	3	7
ostta02g02065	154	223	276	122	90	116
ostta02g02067	338	567	342	484	349	493
ostta02g02070	256	592	327	322	249	421
ostta02g02080	132	265	226	222	129	143
ostta02g02090	349	688	333	449	274	380
ostta02g02100	72	121	101	108	103	65
ostta02g02110	59	158	84	85	100	72
ostta02g02120	84	142	100	148	107	74
ostta02g02130	248	478	254	280	256	167
ostta02g02140	299	663	356	475	449	361
ostta02g02150	85	144	130	135	174	117
ostta02g02180	112	179	127	135	82	61
ostta02g02200	875	1656	1264	1409	1158	637
ostta02g02210	1050	2018	1492	1800	1981	1212
ostta02g02240	869	1812	1371	1656	1402	675
ostta02g02260	82	164	191	183	152	14
ostta02g02270	878	1663	1425	895	928	762
ostta02g02280	737	1351	1224	1248	1098	557
ostta02g02290	1360	2954	2452	1942	1925	1214
ostta02g02300	0	0	0	0	0	0
ostta02g02310	2183	3951	4191	3157	2856	2450
ostta02g02320	1189	2087	1949	2097	1477	2595
ostta02g02330	505	914	720	811	746	407
ostta02g02340	568	1194	924	933	878	658
ostta02g02355	491	949	664	849	965	704
ostta02g02360	616	1100	1060	1033	796	390
ostta02g02370	1088	2100	1713	1395	1309	1044
ostta02g02380	1665	3057	1932	2307	1504	5682
ostta02g02400	1161	2350	2432	2653	1861	1207
ostta02g02420	1282	2646	2231	2213	2142	1413
ostta02g02430	1477	3378	2878	2603	2735	1547
ostta02g02440	197	277	272	327	252	197
ostta02g02450	109	238	163	247	187	122
ostta02g02460	4280	10174	3764	6328	5095	3329
ostta02g02470	1628	3343	1781	2230	1967	2107
ostta02g02475	225	392	373	357	312	128
ostta02g02477	398	720	486	564	682	435
ostta02g02480	2126	4993	4324	3831	3903	2246
ostta02g02490	830	1800	1349	982	671	285
ostta02g02500	965	2034	1585	1599	1334	1069
ostta02g02510	1118	2047	1150	649	478	5366
ostta02g02520	396	696	734	502	484	287
ostta02g02530	219	431	423	489	423	251
ostta02g02540	715	1138	1333	1341	860	567
ostta02g02550	704	1275	1396	1774	1523	1026
ostta02g02560	1865	3813	3334	4144	1586	3137
ostta02g02570	1650	3825	2048	1473	1749	1525
ostta02g02580	1746	3826	2413	3424	2763	1628
ostta02g02600	0	0	0	0	0	0
ostta02g02610	219	867	250	231	455	535
ostta02g02615	829	2448	564	1469	1568	1877
ostta02g02630	796	1723	1614	1784	1276	601
ostta02g02650	1025	2057	1435	1685	1741	1028
ostta02g02660	808	1468	1229	1377	1128	553
ostta02g02670	732	1280	1134	1230	1093	511
ostta02g02680	1968	4333	3559	3868	3347	1990
ostta02g02700	1080	2025	1667	1682	905	551
ostta02g02710	1173	2383	2054	2164	1632	967
ostta02g02715	645	1316	787	1071	789	697
ostta02g02720	198	376	188	249	293	193
ostta02g02730	713	1954	556	912	936	628
ostta02g02740	50	143	53	80	41	8
ostta02g02750	65	149	76	96	94	21
ostta02g02760	97	226	110	230	163	115
ostta02g02770	691	1472	1020	1696	947	568
ostta02g02780	445	1131	488	624	536	371
ostta02g02790	103	218	98	73	71	10
ostta02g02800	998	1755	1372	1067	895	558
ostta02g02810	18	45	17	13	9	8
ostta02g02820	32	33	25	30	32	12
ostta02g02830	170	381	187	184	255	172
ostta02g02840	48	119	117	145	111	43
ostta02g02850	402	845	322	468	362	395
ostta02g02860	681	1297	642	790	741	689
ostta02g02870	359	620	323	236	187	75
ostta02g02880	88	154	74	117	86	89
ostta02g02890	244	557	233	524	342	38
ostta02g02900	8	37	8	20	23	1
ostta02g02910	34	107	35	84	43	33
ostta02g02920	175	451	159	300	276	247
ostta02g02930	77	129	72	159	144	104
ostta02g02940	194	421	160	278	229	299
ostta02g02970	40	100	30	62	27	1
ostta02g02980	894	2735	897	1245	1321	405
ostta02g02990	19	39	18	16	10	3
ostta02g03000	132	333	108	35	37	5
ostta02g03010	86	187	110	242	190	154
ostta02g03020	220	412	262	397	268	196
ostta02g03030	5	9	10	13	11	13
ostta02g03040	28	53	47	46	40	17
ostta02g03050	100	188	97	130	133	29
ostta02g03060	1651	3650	2557	3438	2826	1144
ostta02g03070	470	1000	526	693	508	640
ostta02g03080	136	297	194	217	250	69
ostta02g03090	170	331	187	327	198	72
ostta02g03100	0	0	0	0	0	0
ostta02g03110	146	294	116	203	168	167
ostta02g03120	319	720	379	562	428	298
ostta02g03130	26	41	30	50	66	21
ostta02g03140	355	726	589	315	228	177
ostta02g03150	31	121	53	67	63	51
ostta02g03160	153	201	137	162	163	188
ostta02g03170	409	707	430	607	388	366
ostta02g03180	260	563	253	351	321	82
ostta02g03190	240	627	202	273	306	184
ostta02g03200	143	280	179	247	187	91
ostta02g03210	68	132	137	192	210	133
ostta02g03220	199	475	226	377	367	296
ostta02g03230	23	31	36	41	31	7
ostta02g03240	2	5	6	0	1	0
ostta02g03250	1126	2398	1225	1305	1245	951
ostta02g03260	405	833	592	600	337	193
ostta02g03270	148	315	166	178	94	12
ostta02g03280	489	1089	404	758	701	953
ostta02g03290	91	191	67	158	143	60
ostta02g03300	465	1076	563	719	733	599
ostta02g03310	132	235	152	152	170	148
ostta02g03320	591	1436	526	1222	910	53
ostta02g03330	1476	2700	2335	2406	2263	4468
ostta02g03340	55	146	55	91	81	27
ostta02g03350	383	714	383	431	401	310
ostta02g03355	134	181	117	117	102	165
ostta02g03360	175	419	226	232	214	249
ostta02g03370	232	514	241	200	164	138
ostta02g03380	530	1227	633	428	408	315
ostta02g03390	659	1760	573	933	790	662
ostta02g03400	916	2005	1171	1944	1615	534
ostta02g03410	64	168	45	82	72	6
ostta02g03420	81	165	92	146	138	134
ostta02g03430	1272	3048	1212	1760	1812	1452
ostta02g03440	1704	3908	1798	2541	2779	2935
ostta02g03450	123	216	128	166	124	66
ostta02g03460	166	479	159	164	124	82
ostta02g03465	286	714	246	718	659	568
ostta02g03470	75	174	31	136	109	41
ostta02g03480	117	214	119	85	67	4
ostta02g03490	1299	2908	1695	2249	2252	1490
ostta02g03500	227	544	198	357	392	296
ostta02g03510	0	0	0	0	0	0
ostta02g03520	1	0	0	0	0	0
ostta02g03530	42	97	84	70	43	6
ostta02g03540	62	132	97	84	64	27
ostta02g03550	83	163	109	140	174	82
ostta02g03560	66	187	97	101	90	99
ostta02g03570	35	75	37	53	37	16
ostta02g03580	10	28	40	54	46	6
ostta02g03590	558	842	624	1008	848	671
ostta02g03600	3617	11825	3186	6082	5600	6163
ostta02g03610	861	2294	715	949	782	60
ostta02g03620	1657	3257	1416	1617	1145	1540
ostta02g03630	52	207	34	27	13	5
ostta02g03640	171	372	185	248	218	103
ostta02g03650	11	14	14	5	0	5
ostta02g03660	37	47	35	46	44	43
ostta02g03670	223	678	222	280	365	330
ostta02g03680	2607	4222	4625	8106	8093	8092
ostta02g03690	534	1053	559	773	832	918
ostta02g03700	267	698	278	401	355	516
ostta02g03710	85	202	102	137	129	87
ostta02g03720	846	1890	727	903	903	646
ostta02g03730	19	33	29	67	60	36
ostta02g03740	1648	3720	1679	2344	1800	2105
ostta02g03750	25	37	42	20	39	30
ostta02g03760	199	384	285	331	245	219
ostta02g03770	54	77	43	67	74	15
ostta02g03780	605	1413	715	1268	1027	1011
ostta02g03790	43	69	39	90	89	15
ostta02g03800	34	65	50	72	55	21
ostta02g03810	120	209	155	162	131	104
ostta02g03820	100	265	79	144	121	129
ostta02g03830	109	275	133	180	209	158
ostta02g03840	391	950	372	243	170	21
ostta02g03850	613	1774	614	982	1242	1257
ostta02g03860	463	797	908	753	400	810
ostta02g03870	26	34	23	4	4	126
ostta02g03880	371	698	422	699	566	514
ostta02g03890	194	593	191	233	236	337
ostta02g03900	50	88	61	62	60	52
ostta02g03910	249	921	260	304	338	144
ostta02g03920	90	203	109	105	107	90
ostta02g03930	190	258	181	275	219	179
ostta02g03940	4	15	0	6	7	9
ostta02g03950	45	109	49	136	98	39
ostta02g03955	271	565	308	427	238	180
ostta02g03957	122	303	183	118	129	94
ostta02g03960	106	283	109	125	134	48
ostta02g03970	101	229	110	149	127	34
ostta02g03980	91	170	115	120	125	77
ostta02g03990	16	39	17	17	19	31
ostta02g04000	35	83	26	32	43	26
ostta02g04010	238	678	252	172	95	13
ostta02g04020	227	442	213	305	276	243
ostta02g04030	536	1367	430	416	369	40
ostta02g04040	55	180	80	92	83	7
ostta02g04050	96	207	99	87	91	74
ostta02g04060	178	523	142	195	193	232
ostta02g04070	302	699	318	394	379	408
ostta02g04080	480	1179	413	594	621	560
ostta02g04090	374	959	320	334	380	257
ostta02g04100	206	628	183	338	274	271
ostta02g04110	17	37	15	19	20	7
ostta02g04115	180	310	127	241	156	135
ostta02g04120	246	486	286	342	254	192
ostta02g04130	40	107	26	54	38	7
ostta02g04140	21	56	31	48	49	19
ostta02g04150	35	85	41	49	29	21
ostta02g04160	2	0	0	0	0	0
ostta02g04170	17	41	27	40	24	21
ostta02g04180	242	521	231	274	244	226
ostta02g04190	22	45	25	6	17	9
ostta02g04200	38	97	42	56	30	20
ostta02g04210	4	2	0	1	0	1
ostta02g04220	142	324	146	209	190	51
ostta02g04230	608	1872	527	637	765	927
ostta02g04240	51	110	35	51	68	54
ostta02g04250	16	38	39	27	18	17
ostta02g04260	240	499	402	370	383	193
ostta02g04270	26	57	41	34	57	79
ostta02g04280	29	46	40	39	20	35
ostta02g04290	277	516	374	319	260	102
ostta02g04300	1073	2578	1230	1646	1604	2633
ostta02g04310	42	72	40	45	41	75
ostta02g04320	209	374	283	312	234	201
ostta02g04325	87	208	103	124	109	39
ostta02g04340	423	810	584	715	692	367
ostta02g04350	3429	8712	3653	5825	4897	5235
ostta02g04360	21362	58521	20519	34509	41359	42448
ostta02g04390	673	1350	899	871	728	356
ostta02g04400	49	98	66	68	49	30
ostta02g04410	168	462	366	191	67	11
ostta02g04420	52	176	147	76	54	7
ostta02g04430	311	618	375	487	353	410
ostta02g04440	137	280	129	263	215	204
ostta02g04450	38	59	34	45	38	50
ostta02g04460	50	93	56	63	73	74
ostta02g04470	835	1999	856	1025	953	637
ostta02g04480	18	69	36	38	91	77
ostta02g04490	24	50	35	13	67	179
ostta02g04500	150	322	130	259	206	7
ostta02g04510	340	847	392	649	803	888
ostta02g04520	697	1791	804	1617	1457	1410
ostta02g04530	98	183	145	156	210	150
ostta02g04540	213	463	247	293	400	364
ostta02g04550	511	1224	438	829	1007	515
ostta02g04560	861	1796	982	937	530	580
ostta02g04570	365	773	432	520	584	543
ostta02g04580	78	308	106	73	257	211
ostta02g04590	83	165	85	120	86	100
ostta02g04600	202	597	199	140	142	97
ostta02g04610	7110	16458	7615	10126	10197	9499
ostta02g04620	140	344	187	239	246	120
ostta02g04640	12	14	8	7	0	0
ostta02g04650	300	602	389	256	155	189
ostta02g04660	4	15	2	9	2	4
ostta02g04670	654	1543	824	935	876	812
ostta02g04680	602	1257	616	440	301	427
ostta02g04700	26	58	54	55	43	52
ostta02g04710	652	1903	577	915	811	592
ostta02g04720	26	73	21	3	70	54
ostta02g04730	282	539	327	536	723	570
ostta02g04740	385	886	375	973	866	1020
ostta02g04750	408	732	709	1019	1106	1815
ostta02g04760	59	97	55	20	14	6
ostta02g04770	21	34	49	5	2	3
ostta02g04780	15	52	33	41	20	1
ostta02g04790	255	693	241	473	346	351
ostta02g04800	1109	2098	1423	1902	1609	3461
ostta02g04810	140	344	118	221	201	174
ostta02g04815	28	51	35	28	64	3
ostta02g04817	169	300	247	243	286	150
ostta02g04820	812	1825	1107	1430	1175	1009
ostta02g04830	169	419	196	225	189	190
ostta02g04840	12	39	17	16	23	5
ostta02g04850	83	161	96	131	136	43
ostta02g04860	673	1284	833	717	671	534
ostta02g04870	82	182	99	171	178	62
ostta02g04880	85	193	103	130	98	80
ostta02g04890	209	539	193	190	239	133
ostta02g04900	148	252	203	287	285	37
ostta02g04905	120	192	229	198	155	87
ostta02g04910	76	164	89	110	140	52
ostta02g04920	302	476	537	461	376	272
ostta02g04930	106	185	123	150	87	7
ostta02g04940	22	87	28	37	25	3
ostta02g04950	227	513	216	339	243	218
ostta02g04960	130	247	128	148	99	100
ostta02g04970	98	166	115	157	153	48
ostta02g04980	34	74	57	61	64	101
ostta02g04990	45	112	44	68	63	54
ostta02g05000	62	155	80	190	156	90
ostta02g05010	0	1	2	0	0	1
ostta02g05020	30	76	72	28	7	34
ostta02g05030	111	242	98	151	111	102
ostta02g05040	411	1025	387	621	339	227
ostta02g05050	7	33	11	34	16	0
ostta02g05060	309	857	322	551	738	479
ostta02g05070	314	647	272	79	53	67
ostta02g05080	64	135	62	74	74	6
ostta02g05090	25	42	18	14	7	2
ostta02g05100	141	339	165	276	212	88
ostta02g05105	61	157	72	104	124	25
ostta02g05110	99	228	85	142	121	152
ostta02g05115	5	19	8	14	14	9
ostta02g05120	7	17	11	21	14	3
ostta02g05130	151	353	134	230	186	142
ostta02g05140	312	639	299	344	317	353
ostta02g05150	326	802	338	542	506	469
ostta02g05160	61	97	60	88	91	172
ostta02g05170	55	86	52	61	60	238
ostta02g05180	425	943	373	908	880	844
ostta02g05190	490	1161	502	708	653	558
ostta02g05200	73	147	92	163	87	50
ostta02g05210	292	667	422	510	521	548
ostta02g05220	18	38	21	42	46	14
ostta02g05225	26	53	31	40	26	17
ostta02g05230	123	241	161	270	230	206
ostta02g05240	73	168	74	178	139	44
ostta02g05250	93	139	100	181	187	129
ostta02g05260	450	1025	465	839	735	22
ostta02g05270	308	577	370	444	338	323
ostta02g05280	93	240	104	114	109	41
ostta02g05290	176	341	112	160	107	19
ostta02g05300	140	301	175	329	287	175
ostta02g05310	29	70	34	71	45	37
ostta02g05320	407	1198	370	622	586	456
ostta02g05330	200	372	254	318	163	255
ostta02g05340	1176	2446	1691	2334	1804	3833
ostta02g05350	194	476	261	386	342	347
ostta02g05360	97	210	139	137	88	114
ostta02g05370	75	142	128	109	110	70
ostta02g05380	332	637	428	458	269	196
ostta02g05390	385	1087	400	405	339	83
ostta02g05400	259	479	362	512	345	281
ostta02g05410	346	632	566	643	741	770
ostta02g05420	231	457	259	289	263	278
ostta02g05430	782	1754	994	1615	1788	1836
ostta02g05440	1	2	0	0	3	3
ostta02g05450	14	24	12	12	12	8
ostta02g05460	7	9	6	11	8	1
ostta02g05470	45	82	58	72	57	0
ostta02g05480	262	493	383	242	158	81
ostta02g05490	209	548	240	332	191	145
ostta02g05500	89	179	94	134	154	186
ostta02g05510	273	525	330	292	244	482
ostta02g05520	57	111	91	119	149	61
ostta02g05530	234	672	252	288	294	209
ostta02g05540	321	621	390	488	317	237
ostta02g05550	991	1910	1112	1160	1250	1037
ostta03g00010	126	281	139	251	198	108
ostta03g00020	1154	2639	1145	1533	736	813
ostta03g00030	162	289	196	260	233	63
ostta03g00040	885	1874	743	412	350	530
ostta03g00050	100	213	197	154	206	99
ostta03g00060	359	843	322	230	176	13
ostta03g00070	108	247	115	153	126	56
ostta03g00080	306	584	448	224	242	320
ostta03g00090	214	506	245	370	250	240
ostta03g00100	224	630	259	347	278	268
ostta03g00110	133	324	130	221	183	195
ostta03g00120	88	219	110	151	103	150
